tool_used,about,link,projectCategory,tags,licence,stars,watchers,forks,releases,latestRelease,packages,usedBy,contributors,openIssues,closedIssues,openPRs,closedPRs,commits,programmingLanguage
sbom4files,"KubeStellar - a flexible solution for challenges associated with multi-cluster configuration management for edge, multi-cloud, and hybrid cloud",https://github.com/kubestellar/kubestellar,[],"['kubernetes', 'status', 'deployment', 'scheduling', 'edge', 'summarization', 'rollout', 'placement', 'gitops', 'synching', 'edge-mc', 'kubestellar']",Apache-2.0 license,147,10,35,8,v0.7.0,0,0,30,122,284,14,604,"2,948",Go
sbom4files,Shortlink service (Microservice example),https://github.com/shortlink-org/shortlink,[],"['go', 'kubernetes', 'golang', 'microservices', 'kafka', 'ddd', 'example', 'best-practices', 'architecture', 'event-sourcing', 'k8s', 'codegen', 'shortlink', 'mq', 'ddd-sample', 'layered-architecture', 'helm-chart', 'gitops', 'argocd', 'csi-driver']",MIT license,71,2,7,28,April-May,0,2,14,25,344,1,10045,"28,852",Go
sbom4files,Maven plugin for running and creating Docker images,https://github.com/fabric8io/docker-maven-plugin,[],"['java', 'docker', 'fabric8', 'maven']",Apache-2.0 license,18000,75,619,25,0.43.4 (2023-08-18),0,15000,203,447,604,11,640,"2,264",Java
sbom4files,RunWhen Local provides a tailored troubleshooting cheat sheet for Kubernetes environments,https://github.com/runwhen-contrib/runwhen-local,[],"['kubernetes', 'cli', 'discovery', 'troubleshooting']",Apache-2.0 license,99,4,2,9,v0.3.2,1,,3,18,34,0,21,70,Python
sbom4files,SOPS multi-file wrapper,https://github.com/Ibotta/sopstool,[],"['golang', 'aws', 'devops', 'kms', 'pgp', 'secret-distribution', 'sops', 'secrets-management']",Apache-2.0 license,33,5,5,16,v1.2.1,1,,7,7,12,0,40,54,Go
sbom4files,,https://github.com/MrE-Fog/buildkit,[],[],Apache-2.0 license,0,1,0,,,0,,237,0,0,6,6,"4,970",Go
sbom4files,Tekton and Sigstore Demo,https://github.com/chainguard-dev/tekton-demo,[],[],Apache-2.0 license,6,3,1,,,0,,,1,0,0,9,29,HCL
sbom4files,Run terminals on demand in your browser with a Kubernetes cluster,https://github.com/jamonation/k8stty,[],[],,4,2,0,,,,,,0,0,0,1,11,Go
sbom4files,This is an engine that sources git commits and turns them to insights,https://github.com/open-sauced/pizza,[],[],Apache-2.0 license,30,6,11,10,v1.0.0,1,,8,7,18,3,26,37,Go
sbom4files,,https://github.com/tuananh/kube-downscaler,[],[],GPL-3.0 license,0,1,0,,,1,,36,0,0,0,0,249,Python
sbom4files,"Ask questions, get insights from repos",https://github.com/open-sauced/repo-query,[],[],MIT license,43,6,4,2,v0.0.1-alpha-rc.2,1,,3,6,7,2,28,73,Rust
sbom4files,,https://github.com/KhulnaSoft-OpenSource/repo-query,[],[],MIT license,0,1,0,,,0,,2,0,0,5,1,32,Rust
sbom4files,"The CVE Binary Tool helps you determine if your system includes known vulnerabilities. You can scan binaries for over 200 common, vulnerable components (openssl, libpng, libxml2, expat and others), or if you know the components used, you can get a list of known vulnerabilities associated with an SBOM or a list of components and versions.",https://github.com/intel/cve-bin-tool,[],"['python', 'security', 'vulnerability', 'vulnerabilities', 'cve', 'hacktoberfest', 'cvss', 'security-automation', 'security-tools', 'devsecops', 'system-tools', 'sbom', 'swrepo', 'sbom-tool']",,853,23,355,24,CVE Binary Tool 3.2.1,0,12,156,156,963,16,2226,"2,102",Python
syft,Simple and flexible tool for managing secrets,https://github.com/getsops/sops,[],"['aws', 'security', 'devops', 'azure', 'pgp', 'gcp', 'secret-management', 'secret-distribution', 'sops']",MPL-2.0 license,138000,119,786,22,v3.8.0,1,294,122,329,374,43,506,"1,415",Go
syft,"Traverse complex, arbitrarily-nested maps and retrieve values in Golang",https://github.com/egibs/deepwalk,[],"['go', 'map', 'golang', 'json', 'parsing', 'maps']",Apache-2.0 license,0,1,0,8,v0.3.0,0,,,0,0,0,2,17,Go
syft,Event-driven scripting for Kubernetes,https://github.com/brigadecore/brigade,[],"['kubernetes', 'cncf']",Apache-2.0 license,24000,65,256,55,v2.6.0,1,,93,24,770,5,1183,"2,046",Go
syft,IMRSV-tailored PostgreSQL schema linter,https://github.com/IMRSVDataLabs/imrsv-schema-linter,[],[],MIT license,3,1,1,,,0,,,0,0,2,0,88,Python
syft,Reference implementation of the Cloud Native Buildpacks lifecycle,https://github.com/buildpacks/lifecycle,[],"['cncf', 'buildpacks', 'cloud-native-buildpacks']",Apache-2.0 license,169,21,85,65,lifecycle v0.17.1,0,6,59,60,329,9,802,"1,745",Go
syft,Open source components of Jetstack Secure,https://github.com/jetstack/jetstack-secure,[],"['kubernetes', 'opa', 'certificate-management', 'cert-manager', 'cluster-configuration']",Apache-2.0 license,250,19,23,37,v0.1.40,,,20,11,57,8,385,582,Go
syft,"Lagoon, the developer-focused application delivery platform",https://github.com/uselagoon/lagoon,[],['hacktoberfest'],Apache-2.0 license,490,23,143,105,lagoon-core v2.15.4,0,,84,178,1089,23,2143,"11,117",TypeScript
syft,"A docker container that contains a bunch of tools, meant to be used in build/test automation.",https://github.com/defenseunicorns/build-harness,[],[],Apache-2.0 license,4,5,1,31,v1.11.2,1,,3,7,11,2,69,71,Dockerfile
syft,Docker and OCI Registry Client in Go and tooling using those libraries.,https://github.com/regclient/regclient,[],"['docker', 'registry', 'hacktoberfest']",Apache-2.0 license,830,9,73,29,v0.5.1,3,30,6,7,108,2,427,982,Go
syft,portable configuration files for unix environment,https://github.com/Voronenko/dotfiles,[],"['dotfiles', 'zsh']",,14,4,9,,,0,,2,0,0,8,22,695,Shell
syft,This repository builds the images used in Lagoon and local development environments,https://github.com/uselagoon/lagoon-images,[],['hacktoberfest'],Apache-2.0 license,23,7,29,41,lagoon-images 23.9.0,1,,30,48,62,11,703,"5,040",Dockerfile
syft,🏆 Java4You Design patterns,https://github.com/AlexRogalskiy/java-patterns,[],"['java', 'patterns', 'ebook', 'java-development', 'patterns-design']",,9,3,7,10,v1.6,0,,7,79,2817,87,327,"2,857",HTML
syft,,https://github.com/AVENTER-UG/go-cron,[],[],,0,1,0,,,0,,,0,0,0,0,4,Go
syft,Synthesis tool of Safety LTL formulas,https://github.com/Shufang-Zhu/Syft-safety,[],"['code', 'safety', 'synthesis', 'ssyft']",MIT license,1,0,1,,,0,,3,0,0,0,2,58,C++
syft,🏎️ Shared best-practice guidance & tools to support software engineering teams,https://github.com/NHSDigital/software-engineering-quality-framework,[],"['engineering', 'documentation', 'framework', 'patterns', 'standards', 'principles', 'practices', 'nhs-digital', 'nhs-england']",,107,14,33,,,,,26,50,41,13,199,347,Shell
syft,Applies load to a Brigade 2 installation to help obtain operational insights,https://github.com/brigadecore/brigade-noisy-neighbor,[],"['brigade', 'v2', 'brigade-gateway']",Apache-2.0 license,2,3,1,9,v1.0.0,1,,3,0,9,0,55,120,TypeScript
syft,,https://github.com/paulstakem/security_tesing_poc,[],[],,0,2,0,,,0,,,0,0,1,3,17,HCL
syft,Hello World Open Horizon service container implemented in Python,https://github.com/open-horizon-services/web-helloworld-python,[],['hacktoberfest'],MIT license,0,1,9,,,,,9,4,6,0,15,29,Makefile
syft,A Brigade 2 compatible gateway for events originating from GitHub repos,https://github.com/brigadecore/brigade-github-gateway,[],"['brigade', 'v2', 'brigade-gateway']",Apache-2.0 license,3,2,3,14,v1.2.0,1,,3,3,21,2,95,231,Go
syft,Apache Mesos Framework to run multiple Kubernetes,https://github.com/AVENTER-UG/mesos-m3s,[],"['kubernetes', 'golang', 'mesos', 'k8', 'k3s', 'clusterd']",GPL-3.0 license,8,2,3,3,Release v0.3.0,0,,2,0,12,0,12,242,Go
syft,The docker-compose interpreter for Apache Mesos,https://github.com/AVENTER-UG/mesos-compose,[],"['docker', 'docker-compose', 'mesos', 'mesos-framework']",GPL-3.0 license,4,2,4,7,v0.4.2,0,,,0,4,0,12,153,Go
syft,Serves badges based on the status of GitHub check suites,https://github.com/brigadecore/badgr,[],[],Apache-2.0 license,1,2,1,5,v1.1.1,1,,2,1,9,1,36,88,Go
syft,CLI utility to deploy at scale and interact with GitHub Advanced Security,https://github.com/Malwarebytes/ghas-cli,[],"['github', 'python', 'cli', 'security', 'utility']",MIT license,9,3,6,13,1.5.1,,,4,1,11,2,82,270,Python
syft,AWS Autoscaler for the Apache Mesos Airflow Provider,https://github.com/AVENTER-UG/mesos-airflow-autoscaler-aws,[],"['go', 'aws', 'airflow', 'mesos', 'aws-ec2']",EUPL-1.2 license,0,3,1,,,0,,,0,1,0,1,27,Go
syft,Reverse API Proxy written in Golang,https://github.com/AVENTER-UG/go-apiproxy,[],"['golang', 'proxy']",GPL-3.0 license,0,2,0,,,0,,,0,0,0,0,15,Makefile
syft,Mesos Executor to schedule Jobs as microvm.,https://github.com/AVENTER-UG/mesos-firecracker-executor,[],"['mesos', 'firecracker', 'microvm']",GPL-3.0 license,1,2,0,,,0,,,0,0,0,2,13,Go
syft,,https://github.com/brigadecore/brigade-dashboard,[],[],Apache-2.0 license,4,2,5,,,1,,7,12,22,11,44,67,TypeScript
syft,,https://github.com/brigadecore/brigade-slack-gateway,[],[],Apache-2.0 license,3,4,1,,,1,,,0,7,1,44,95,Go
syft,Caching proxy for container registries,https://github.com/AVENTER-UG/go-docker-proxy,[],[],GPL-3.0 license,0,1,0,,,0,,,0,0,0,0,5,Go
syft,A Brigade 2 compatible gateway for events originating from Docker Hub,https://github.com/brigadecore/brigade-dockerhub-gateway,[],"['brigade', 'v2', 'brigade-gateway']",Apache-2.0 license,3,3,2,,,1,,2,0,9,0,57,138,Go
syft,Custom Google Cloud Build step to crate a Software Bill of Materials (SBOM) and Binary Authorization attestation.,https://github.com/mchmarny/sbominator,[],"['docker', 'build', 'pipeline', 'snyk', 'cloudbuild', 'sbom', 'cosign']",Apache-2.0 license,2,2,1,,,,,,0,0,0,0,18,Makefile
syft,A static analyzer to scan JavaScript code for problematic regular expressions.,https://github.com/ericcornelissen/js-regex-security-scanner,[],"['javascript', 'security', 'scanner', 'regex', 'static-analysis', 'regular-expression', 'redos', 'sast']",Apache-2.0 license,3,1,1,,,,,3,1,30,0,462,"1,025",JavaScript
syft,Trusted execution experiments with Intel SGX,https://github.com/OpenMined/sgx-experiments,[],"['python', 'security', 'intel', 'pytorch', 'secure', 'graphene', 'experiments', 'confidentiality', 'sgx', 'tee', 'secure-computation', 'intel-sgx', 'trusted-execution-environment', 'confidential-computing']",Apache-2.0 license,11,5,4,,,0,,2,2,2,0,1,5,Makefile
syft,-,https://github.com/clemlesne/shopping-cart-devops-demo,[],[],,4,2,1,,,0,,,0,0,4,3,51,Python
syft,Docker Engine managed plugin to manage S3 volumes.,https://github.com/AVENTER-UG/docker-volume-s3,[],"['docker', 'golang', 'storage', 's3', 's3fs']",MIT license,2,2,0,,,0,,,0,0,0,0,17,Go
syft,Reverse Proxy written in Golang,https://github.com/AVENTER-UG/go-proxy,[],"['docker', 'golang', 'ssl', 'proxy']",GPL-3.0 license,0,2,0,,,0,,,0,0,0,0,10,Go
syft,Collect and visualize metrics from Brigade 2,https://github.com/brigadecore/brigade-metrics,[],"['monitoring', 'brigade', 'metrics', 'v2']",Apache-2.0 license,3,5,3,,,1,,4,1,15,1,70,178,Go
syft,,https://github.com/brigadecore/docker-tools,[],[],Apache-2.0 license,1,3,1,4,v0.4.0,0,,,0,2,0,12,26,TypeScript
syft,A Brigade 2 compatible gateway for CloudEvents 1.0,https://github.com/brigadecore/brigade-cloudevents-gateway,[],"['brigade', 'v2', 'brigade-gateway']",Apache-2.0 license,4,3,1,9,v1.0.0,1,,2,0,14,0,69,153,Go
syft,Sigstore demo to sign a docker image and add attestations (SBOM and SLSA Attestation),https://github.com/paolomainardi/sigstore-demo,[],[],GPL-3.0 license,1,4,1,,,1,,,0,0,1,0,12,CSS
syft,,https://github.com/anchore/go-cli-tools,[],[],,0,11,1,,,0,,,0,0,1,0,1,Makefile
syft,A curated set of containerized Go tools to facilitate Brigade development,https://github.com/brigadecore/go-tools,[],[],Apache-2.0 license,2,4,2,9,v0.9.0,0,,2,0,3,0,37,88,TypeScript
syft,,https://github.com/brigadecore/int-test-tools,[],[],Apache-2.0 license,1,3,0,2,v0.2.0,0,,,0,2,0,10,22,TypeScript
syft,This is a reference implementation for a previous numpy backed PySyft repository,https://github.com/bendecoste/Deprecated-PySyft,[],[],Apache-2.0 license,1,1,0,,,0,,,0,0,0,0,3,Python
syft,A Brigade 2 compatible gateway for events originating from Bitbucket repos,https://github.com/brigadecore/brigade-bitbucket-gateway,[],"['brigade', 'brigade-gateway']",Apache-2.0 license,4,2,10,13,v2.0.0,1,,5,1,18,0,74,197,Go
syft,Emit user-defined events to Brigade 2's event bus on a user-defined schedule!,https://github.com/brigadecore/brigade-cron-event-source,[],[],Apache-2.0 license,4,2,1,6,v1.1.1,1,,3,0,11,0,55,111,TypeScript
syft,A demo software factory,https://github.com/jkjell/swf,[],[],Apache-2.0 license,0,1,0,,,0,,,0,0,0,0,2,Makefile
syft,,https://github.com/andreaspeters/k8s-test-controller,[],[],,0,1,0,,,0,,,0,0,0,1,5,Go
syft,Logstash plugin development container for (J)Ruby or Java plugins,https://github.com/cameronkerrnz/logstash-plugin-dev,[],[],Apache-2.0 license,5,2,3,,,0,,,1,2,0,2,26,Dockerfile
syft,A curated set of containerized tools to facilitate publishing Brigade's Helm chart,https://github.com/brigadecore/helm-tools,[],[],Apache-2.0 license,1,4,2,4,v0.4.0,0,,2,0,4,0,24,52,TypeScript
syft,Simple mac binary signing from any platform,https://github.com/anchore/quill,[],"['mac', 'apple', 'signing', 'binary', 'darwin', 'macho', 'hacktoberfest', 'codesigning', 'codesign', 'notarization', 'notarize']",Apache-2.0 license,210,16,6,4,v0.4.1,0,,5,9,7,1,130,128,Go
syft,Tool for collecting vulnerability data from various sources (used to build the grype database),https://github.com/anchore/vunnel,[],"['data', 'vulnerability', 'grype']",Apache-2.0 license,37,13,11,30,v0.16.0,1,,9,16,11,3,268,186,Python
syft,Run Kubernetes under Apache Mesos/ClusterD,https://github.com/m3scluster/m3s,[],"['docker', 'kubernetes', 'golang', 'mesos', 'k8s', 'k8', 'm3cluster']",GPL-3.0 license,15,1,1,,,0,,2,0,0,0,0,242,Go
syft,A collection of demos and utilities prepared ahead of the Vector Institute Privacy Enhancing Techniques (PETs) Bootcamp.,https://github.com/VectorInstitute/PETs-Bootcamp,[],"['machine-learning', 'privacy', 'encryption', 'ml', 'differential-privacy', 'federated-learning']",,14,17,7,,,0,,8,0,0,0,5,100,Jupyter
syft,Tools and instructions for creating a Paketo builder for ARM64,https://github.com/dmikusa/paketo-arm64,[],[],,31,6,9,,,0,,3,0,7,0,4,36,Shell
syft,,https://github.com/jdx/rtx-shorthands,[],[],,1,2,0,,,0,,,0,0,0,0,6,Shell
syft,"A fork of the Pygrid ""Node"" code and docker image that has been customized for Artificien's needs.",https://github.com/dartmouth-cs98/artificien_pygrid_fork,[],[],,0,1,0,,,0,,2,0,2,0,10,31,Python
syft,,https://github.com/Melenion/rust-cnb-arm,[],[],,0,0,0,,,0,,3,0,0,0,0,14,Shell
syft,SVG Icon data from multiple free icon libraries ported to rust.,https://github.com/Carlosted/icondata,[],[],MIT license,9,1,3,,,0,,10,0,1,0,21,362,Rust
syft,,https://github.com/dsuess/ftk,[],[],,0,1,1,,,0,,,0,0,0,0,3,Python
syft,Perform data science on data that remains in someone else's server,https://github.com/OpenMined/PySyft,[],"['python', 'cryptography', 'privacy', 'deep-learning', 'pytorch', 'hacktoberfest', 'secure-computation', 'syft', 'federated-learning']",Apache-2.0 license,89000,202,19000,41,syftcli-v0.1.7,0,,421,122,3303,42,4630,"24,228",Python
syft,Action to retrieve metadata information from repository,https://github.com/olxbr/blackbox-action,[],"['actions', 'github-actions', 'squad-cross-dev-tools', 'dl-cloud-platform', 'dbu-cross', 'do-dev-tools', 'dt-platform', 'dd-actions']",,0,122,1,16,v1.1.7: Merge pull request #24 from olxbr/fix/run-on-any-default-branch,,,6,0,27,0,27,85,Python
syft,,https://github.com/guacsec/guac-data,[],[],,6,4,7,,,0,,4,0,3,2,3,16,Python
syft,Gungnir - Homelab Automation Tool to Guard your very own Asgard,https://github.com/GeekMasher/gungnir,[],[],MIT license,10,1,1,3,v0.2.2,1,,2,0,0,4,12,63,Python
syft,Containers to triples,https://github.com/osoc-es/c2t,[],[],Apache-2.0 license,3,5,2,1,First release,0,,4,9,26,0,0,218,JavaScript
syft,"Material supporting the tutorial ""Pursuing Privacy in Recommender Systems: The View of Users and Researchers from Regulations to Applications"" held at the 15th ACM Conference on Recommender Systems in Amsterdam, Netherlands",https://github.com/sisinflab/recsys2021-pursuing-privacy,[],"['privacy', 'tutorial', 'recsys', 'recommender-system', 'homomorphic-encryption', 'differential-privacy', 'federated-learning', 'secure-multi-party-computation', 'pysyft', 'tensorflow-privacy', 'recsys2021']",,18,4,4,,,0,,2,0,0,0,0,46,Jupyter
syft,Repository of benchmarks for SYNTCOMP,https://github.com/SYNTCOMP/benchmarks,[],[],,6,4,2,5,Benchmarks for SYNTCOMP 2023,0,,4,6,21,0,2,124,Python
syft,Finite-Trace and Generalized-Reactivity Specifications in Temporal Synthesis (IJCAI2021),https://github.com/Shufang-Zhu/GFSynth,[],[],MIT license,3,1,0,,,0,,,0,0,0,0,3,C
syft,,https://github.com/xxlhacker/TheLateSyft,[],[],,2,2,2,,,0,,3,0,1,0,66,141,Shell
syft,Pytorch implementation of paper Semi-supervised Knowledge Transfer for Deep Learning from Private Training Data (https://arxiv.org/abs/1610.05755),https://github.com/kamathhrishi/PATE,[],"['privacy', 'deep-learning', 'differential-privacy']",,39,4,8,,,0,,,1,2,0,0,12,Python
syft,"一个码农的毕生所学!笔记 & 教程。考研,就业,上学.语言篇，Android,C++,Java,JavaScript,Latex,MATLAB,NodeJS,PHP,Python,技术篇,docker,git,Linux,Maven,office,Spark,Spring,SVN,基础篇,编译原理,操作系统,单片机,计算机网络,计算机网络实验,架构模式,软件文档写作,设计模式,数据结构,数据库,算法,UML建模,Windows程序设计,数学篇,概率论与数理统计,微积分,线性代数,张量,机器学习篇,机器学习,pytorch,sklearn,TensorFlow",https://github.com/Estom/notes,[],"['nodejs', 'python', 'c', 'java', 'php', 'latex', 'note']",,618,10,138,,,0,,,0,1,0,0,514,Jupyter
syft,Packages dependencies & vulnerabilities inventory for containers,https://github.com/k0rventen/neptune,[],"['python', 'docker', 'containers', 'supply-chain', 'nuxt', 'vulnerability-detection', 'package-management', 'sbom']",,1,2,0,2,0.42,0,,2,0,0,0,0,118,Vue
syft,Study of data imbalance and asynchronous aggregation algorithm on Federated Learning system (using PySyft),https://github.com/diwangs/asynchronous-federated-learning,[],"['data-science', 'machine-learning', 'privacy', 'asynchronous', 'artificial-intelligence', 'federated-learning']",,49,3,8,,,0,,,1,2,8,7,14,Python
syft,Pulp Container Registry,https://github.com/pulp/pulp_container,[],[],GPL-2.0 license,16,7,38,90,2.16.2,4,,45,53,136,8,1200,"1,891",Python
syft,Proof of concept on a predictive maintenance use case using federated learning to continuously improve predictions of the remaining lifetime of aircraft gas turbine engines.,https://github.com/matthiaslau/Turbofan-Federated-Learning-POC,[],[],Apache-2.0 license,82,4,22,,,0,,,2,0,9,4,18,Jupyter
